Метрика,Сравнение,Порог,Тип наблюдений,Пара сезонов,Jaccard (клики),Jaccard (независимые),Сезон,Пара наблюдений
kendall,по сезонам,0.35,day,winter vs spring,0.0,0.3333333333333333,,
kendall,по сезонам,0.35,day,winter vs summer,0.125,0.4,,
kendall,по сезонам,0.35,day,winter vs autumn,0.0,0.0,,
kendall,по сезонам,0.35,day,spring vs summer,0.0,0.25,,
kendall,по сезонам,0.35,day,spring vs autumn,1.0,0.0,,
kendall,по сезонам,0.35,day,summer vs autumn,0.0,0.0,,
kendall,по сезонам,0.35,month,winter vs spring,0.0,0.0,,
kendall,по сезонам,0.35,month,winter vs summer,0.0,0.25,,
kendall,по сезонам,0.35,month,winter vs autumn,0.0,0.0,,
kendall,по сезонам,0.35,month,spring vs summer,0.0,0.3333333333333333,,
kendall,по сезонам,0.35,month,spring vs autumn,1.0,1.0,,
kendall,по сезонам,0.35,month,summer vs autumn,0.0,0.3333333333333333,,
kendall,по типу наблюдений,0.35,,,1.0,0.5,winter,hour vs day
kendall,по типу наблюдений,0.35,,,0.0,0.0,winter,hour vs month
kendall,по типу наблюдений,0.35,,,0.0,0.0,winter,day vs month
kendall,по типу наблюдений,0.35,,,1.0,0.0,spring,hour vs day
kendall,по типу наблюдений,0.35,,,1.0,0.0,spring,hour vs month
kendall,по типу наблюдений,0.35,,,1.0,1.0,spring,day vs month
